location,date,population,new_cases,new_cases_per_million,new_deaths,new_deaths_per_million,new_tests,people_fully_vaccinated_per_hundred
Brazil,2021-01-15,213993441,69097,322.893,1135,5.304,100220,0
Brazil,2021-01-16,213993441,58445,273.116,1014,4.738,69787,0
Brazil,2021-01-17,213993441,31416,146.808,551,2.575,50564,0
Brazil,2021-01-18,213993441,28933,135.205,476,2.224,89088,0
Brazil,2021-01-19,213993441,62149,290.425,1160,5.421,82933,0
Brazil,2021-01-20,213993441,64477,301.304,1395,6.519,84418.85714285714,0
Brazil,2021-01-21,213993441,58950,275.476,1347,6.295,78031.69387755102,0
Brazil,2021-01-22,213993441,56605,264.517,1071,5.005,175309,0
Brazil,2021-01-23,213993441,58298,272.429,1145,5.351,25604,0
Brazil,2021-01-24,213993441,28519,133.27,595,2.78,61914,0
Brazil,2021-01-25,213993441,30530,142.668,690,3.224,22897,0
Brazil,2021-01-26,213993441,61608,287.897,1155,5.397,125851,0
Brazil,2021-01-27,213993441,64772,302.682,1336,6.243,38724,0
Brazil,2021-01-28,213993441,60760,283.934,1438,6.72,1850244,0
Brazil,2021-01-29,213993441,59503,278.06,1087,5.08,91439,0
Brazil,2021-01-30,213993441,53114,248.204,1192,5.57,147881,0
Brazil,2021-01-31,213993441,27900,130.378,568,2.654,18020,0
Brazil,2021-02-01,213993441,28490,133.135,623,2.911,31562,0
Brazil,2021-02-02,213993441,56278,262.989,1261,5.893,37006,0
Brazil,2021-02-03,213993441,54414,254.279,1199,5.603,11387,0
Brazil,2021-02-04,213993441,57107,266.863,1276,5.963,312505.5714285714,0
Brazil,2021-02-05,213993441,51690,241.549,1251,5.846,92828.65306122448,0
Brazil,2021-02-06,213993441,46310,216.409,937,4.379,93027.1749271137,0.01
Brazil,2021-02-07,213993441,26162,122.256,489,2.285,85190.91420241566,0.01
Brazil,2021-02-08,213993441,28586,133.584,721,3.369,94786.75908847504,0.02
Brazil,2021-02-09,213993441,51217,239.339,1315,6.145,103818.86752968575,0.02
Brazil,2021-02-10,213993441,61108,285.56,1361,6.36,54801,0.04
Brazil,2021-02-11,213993441,53604,250.494,1442,6.739,31798,0.05
Brazil,2021-02-12,213993441,48942,228.708,1220,5.701,159272,0.08
Brazil,2021-02-13,213993441,44856,209.614,1025,4.79,61903,0.09
Brazil,2021-02-14,213993441,30723,143.57,653,3.051,45954,0.1
Brazil,2021-02-15,213993441,25808,120.602,611,2.855,32418,0.13
Brazil,2021-02-16,213993441,65284,305.075,1092,5.103,26565,0.26
Brazil,2021-02-17,213993441,47225,220.684,1189,5.556,108036,0.34
Brazil,2021-02-18,213993441,53479,249.91,1439,6.725,33829,0.42
Brazil,2021-02-19,213993441,52157,243.732,1331,6.22,108909,0.49
Brazil,2021-02-20,213993441,52371,244.732,1031,4.818,128106,0.53
Brazil,2021-02-21,213993441,29485,137.785,606,2.832,28496,0.55
Brazil,2021-02-22,213993441,31846,148.818,711,3.323,9041,0.6
Brazil,2021-02-23,213993441,63585,297.135,1359,6.351,124477,0.67
Brazil,2021-02-24,213993441,65386,305.551,1446,6.757,17816,0.75
Brazil,2021-02-25,213993441,68279,319.071,1575,7.36,133728,0.82
Brazil,2021-02-26,213993441,63395,296.247,1343,6.276,79257,0.88
Brazil,2021-02-27,213993441,58418,272.99,1252,5.851,164602,0.89
Brazil,2021-02-28,213993441,33365,155.916,773,3.612,21390,0.9
Brazil,2021-03-01,213993441,40385,188.721,828,3.869,39828,0.95
Brazil,2021-03-02,213993441,59695,278.957,1721,8.042,1949457,1.01
Brazil,2021-03-03,213993441,72899,340.66,1848,8.636,77950,1.08
Brazil,2021-03-04,213993441,76022,355.254,1808,8.449,105338,1.15
Brazil,2021-03-05,213993441,72505,338.819,1714,8.01,78655,1.22
Brazil,2021-03-06,213993441,66904,312.645,1490,6.963,15257,1.26
Brazil,2021-03-07,213993441,81684,381.713,1098,5.131,113267,1.27
Brazil,2021-03-08,213993441,36585,170.963,1122,5.243,72192,1.33
Brazil,2021-03-09,213993441,71294,333.16,1951,9.117,80695,1.4
Brazil,2021-03-10,213993441,81467,380.699,2381,11.127,72777,1.48
Brazil,2021-03-11,213993441,77071,360.156,2195,10.257,97619,1.55
Brazil,2021-03-12,213993441,82471,385.39,2122,9.916,226484,1.62
Brazil,2021-03-13,213993441,70343,328.716,1956,9.14,131405,1.66
Brazil,2021-03-14,213993441,43448,203.034,1070,5,36917,1.67
Brazil,2021-03-15,213993441,44314,207.081,1334,6.234,84512,1.72
Brazil,2021-03-16,213993441,85645,400.223,2850,13.318,101608,1.77
Brazil,2021-03-17,213993441,88652,414.274,2661,12.435,108295,1.83
Brazil,2021-03-18,213993441,87926,410.882,2724,12.729,119821,1.88
Brazil,2021-03-19,213993441,88259,412.438,2656,12.412,93866,1.92
Brazil,2021-03-20,213993441,73154,341.852,2368,11.066,71359,1.94
Brazil,2021-03-21,213993441,47445,221.712,1247,5.827,11741,1.94
Brazil,2021-03-22,213993441,55970,261.55,1603,7.491,118714,1.99
Brazil,2021-03-23,213993441,85208,398.18,3147,14.706,69561,2.03
Brazil,2021-03-24,213993441,90906,424.807,2317,10.827,168639,2.08
Brazil,2021-03-25,213993441,98261,459.178,2654,12.402,73909,2.13
Brazil,2021-03-26,213993441,80346,375.46,3510,16.402,2920329,2.17
Brazil,2021-03-27,213993441,81703,381.801,3409,15.93,61582,2.19
Brazil,2021-03-28,213993441,46958,219.437,1582,7.393,52611,2.2
Brazil,2021-03-29,213993441,42615,199.142,2013,9.407,32170,2.25
Brazil,2021-03-30,213993441,86441,403.942,3655,17.08,58967,2.32
Brazil,2021-03-31,213993441,88725,414.616,3925,18.342,119352,2.38
Brazil,2021-04-01,213993441,87773,410.167,3655,17.08,78293,2.45
Brazil,2021-04-02,213993441,69375,324.192,2801,13.089,72260,2.47
Brazil,2021-04-03,213993441,39355,183.908,1909,8.921,9586,2.5
Brazil,2021-04-04,213993441,32318,151.023,1242,5.804,40383,2.52
Brazil,2021-04-05,213993441,42674,199.417,1912,8.935,58619,2.62
Brazil,2021-04-06,213993441,85132,397.825,4068,19.01,69838,2.75
Brazil,2021-04-07,213993441,88696,414.48,3671,17.155,172407,2.85
Brazil,2021-04-08,213993441,88555,413.821,4148,19.384,84650,2.99
Brazil,2021-04-09,213993441,88110,411.742,3752,17.533,65177,3.2
Brazil,2021-04-10,213993441,66552,311,2378,11.112,71522.85714285714,3.27
Brazil,2021-04-11,213993441,39175,183.066,1857,8.678,80370.97959183673,3.3
Brazil,2021-04-12,213993441,39650,185.286,1711,7.996,30356,3.46
Brazil,2021-04-13,213993441,82661,386.278,3757,17.557,95079,3.62
Brazil,2021-04-14,213993441,74606,348.637,3445,16.099,22130,3.81
Brazil,2021-04-15,213993441,71183,332.641,3491,16.314,64012,4.01
Brazil,2021-04-16,213993441,84387,394.344,3337,15.594,101838,4.29
Brazil,2021-04-17,213993441,68565,320.407,2877,13.444,19497,4.45
Brazil,2021-04-18,213993441,38838,181.492,1522,7.112,67056,4.49
Brazil,2021-04-19,213993441,36522,170.669,1756,8.206,7020,4.77
Brazil,2021-04-20,213993441,72643,339.464,3347,15.641,118390,5.01
Brazil,2021-04-21,213993441,73988,345.749,3197,14.94,21163,5.12
Brazil,2021-04-22,213993441,48108,224.811,2051,9.584,100938,5.33
Brazil,2021-04-23,213993441,69281,323.753,3042,14.215,51389,5.74
Brazil,2021-04-24,213993441,63781,298.051,2766,12.926,55064.71428571428,5.85
Brazil,2021-04-25,213993441,33641,157.206,1334,6.234,60145.816326530614,5.88
Brazil,2021-04-26,213993441,32398,151.397,1380,6.449,19248,6.16
Brazil,2021-04-27,213993441,75844,354.422,3081,14.398,189530,6.55
Brazil,2021-04-28,213993441,77279,361.128,3012,14.075,26708,6.84
Brazil,2021-04-29,213993441,68614,320.636,3032,14.169,45829,7.09
Brazil,2021-04-30,213993441,72008,336.496,2861,13.37,136391,7.34
Brazil,2021-05-01,213993441,58292,272.401,2240,10.468,33931,7.4
Brazil,2021-05-02,213993441,29288,136.864,1266,5.916,2446143,7.42
Brazil,2021-05-03,213993441,38989,182.197,1125,5.257,78058,7.62
Brazil,2021-05-04,213993441,69535,324.94,2979,13.921,30570,7.82
Brazil,2021-05-05,213993441,76372,356.889,2771,12.949,77204,7.98
Brazil,2021-05-06,213993441,72290,337.814,2536,11.851,52418,8.11
Brazil,2021-05-07,213993441,76844,359.095,2186,10.215,146741,8.24
Brazil,2021-05-08,213993441,61761,288.612,2082,9.729,11520,8.28
Brazil,2021-05-09,213993441,32720,152.902,922,4.309,52011,8.29
Brazil,2021-05-10,213993441,36301,169.636,1111,5.192,15361,8.45
Brazil,2021-05-11,213993441,70106,327.608,2245,10.491,32281,8.59
Brazil,2021-05-12,213993441,76248,356.31,2581,12.061,47522,8.73
Brazil,2021-05-13,213993441,80030,373.983,2277,10.641,31011,8.79
Brazil,2021-05-14,213993441,77914,364.095,2187,10.22,29138,8.88
Brazil,2021-05-15,213993441,67351,314.734,2001,9.351,31608,8.92
Brazil,2021-05-16,213993441,37564,175.538,1061,4.958,34133.142857142855,8.96
Brazil,2021-05-17,213993441,35598,166.351,1085,5.07,31579.16326530612,9.08
Brazil,2021-05-18,213993441,74805,349.567,2451,11.454,1736276,9.21
Brazil,2021-05-19,213993441,80263,375.072,2500,11.683,87560,9.31
Brazil,2021-05-20,213993441,83387,389.671,2511,11.734,46048,9.44
Brazil,2021-05-21,213993441,76631,358.1,2126,9.935,27461,9.56
Brazil,2021-05-22,213993441,67896,317.281,1726,8.066,32968,9.62
Brazil,2021-05-23,213993441,38495,179.889,889,4.154,285146.472303207,9.72
Brazil,2021-05-24,213993441,37480,175.146,862,4.028,321005.5193669304,9.86
Brazil,2021-05-25,213993441,74041,345.997,2184,10.206,4377,10
Brazil,2021-05-26,213993441,80245,374.988,2463,11.51,4730,10.1
Brazil,2021-05-27,213993441,64531,301.556,2101,9.818,271725,10.2
Brazil,2021-05-28,213993441,53888,251.821,2426,11.337,31358,10.32
Brazil,2021-05-29,213993441,75863,354.511,1941,9.07,19636,10.35
Brazil,2021-05-30,213993441,41449,193.693,913,4.266,6097,10.37
Brazil,2021-05-31,213993441,36607,171.066,966,4.514,85608,10.44
Brazil,2021-06-01,213993441,78913,368.764,2334,10.907,74090,10.54
Brazil,2021-06-02,213993441,96278,449.911,2508,11.72,61440,10.67
Brazil,2021-06-03,213993441,76067,355.464,1914,8.944,134097,10.71
Brazil,2021-06-04,213993441,43171,201.74,1191,5.566,92562,10.75
Brazil,2021-06-05,213993441,61667,288.172,1670,7.804,21052,10.79
Brazil,2021-06-06,213993441,40343,188.524,880,4.112,61008,10.81
Brazil,2021-06-07,213993441,39716,185.594,1149,5.369,89654,10.86
Brazil,2021-06-08,213993441,55713,260.349,2648,12.374,43724,10.94
Brazil,2021-06-09,213993441,84867,396.587,2392,11.178,53682,11
Brazil,2021-06-10,213993441,91244,426.387,2505,11.706,64110,11.06
Brazil,2021-06-11,213993441,86312,403.339,2177,10.173,54730,11.12
Brazil,2021-06-12,213993441,73773,344.744,1974,9.225,239389,11.13
Brazil,2021-06-13,213993441,36984,172.828,1120,5.234,316600,11.14
Brazil,2021-06-14,213993441,42692,199.501,1020,4.767,34034,11.18
Brazil,2021-06-15,213993441,87141,407.213,2685,12.547,57944,11.23
Brazil,2021-06-16,213993441,86528,404.349,2702,12.627,57642,11.27
Brazil,2021-06-17,213993441,76492,357.45,2314,10.813,1775028,11.33
Brazil,2021-06-18,213993441,95444,446.014,2476,11.57,54934,11.39
Brazil,2021-06-19,213993441,77934,364.189,2205,10.304,37338,11.43
Brazil,2021-06-20,213993441,44587,208.357,1031,4.818,333360,11.44
Brazil,2021-06-21,213993441,45410,212.203,981,4.584,335754.28571428574,11.49
Brazil,2021-06-22,213993441,124248,580.616,2103,9.827,156452,11.56
Brazil,2021-06-23,213993441,77396,361.675,2265,10.584,31092,11.63
Brazil,2021-06-24,213993441,76624,358.067,2038,9.524,49647,11.78
Brazil,2021-06-25,213993441,75061,350.763,2008,9.383,139008,11.87
Brazil,2021-06-26,213993441,60665,283.49,1517,7.089,6087,11.93
Brazil,2021-06-27,213993441,31980,149.444,721,3.369,6684,11.95
Brazil,2021-06-28,213993441,32059,149.813,714,3.337,76508,12.09
Brazil,2021-06-29,213993441,65956,308.215,1938,9.056,34160,12.31
Brazil,2021-06-30,213993441,47143,220.301,2064,9.645,7179,12.45
Brazil,2021-07-01,213993441,61130,285.663,1932,9.028,644033,12.59
Brazil,2021-07-02,213993441,63572,297.075,1876,8.767,31605,12.74
Brazil,2021-07-03,213993441,53733,251.096,1636,7.645,18838,12.81
Brazil,2021-07-04,213993441,25462,118.985,771,3.603,106091,12.85
Brazil,2021-07-05,213993441,27935,130.541,789,3.687,18820,13.02
Brazil,2021-07-06,213993441,61683,288.247,1759,8.22,31144,13.23
Brazil,2021-07-07,213993441,54167,253.125,1585,7.407,26681,13.52
Brazil,2021-07-08,213993441,54147,253.031,1727,8.07,21596,13.81
Brazil,2021-07-09,213993441,58452,273.149,1472,6.879,16405,14.04
Brazil,2021-07-10,213993441,44121,206.179,1158,5.411,153250,14.2
Brazil,2021-07-11,213993441,19147,89.475,565,2.64,6312,14.27
Brazil,2021-07-12,213993441,19233,89.877,782,3.654,70708,14.49
Brazil,2021-07-13,213993441,48566,226.951,1659,7.753,49642,14.75
Brazil,2021-07-14,213993441,56097,262.144,1536,7.178,49227.71428571428,15.06
Brazil,2021-07-15,213993441,54398,254.204,1609,7.519,52448.67346938775,15.34
Brazil,2021-07-16,213993441,42915,200.544,1389,6.491,118606,15.64
Brazil,2021-07-17,213993441,49030,229.119,1271,5.939,3841,15.8
Brazil,2021-07-18,213993441,16747,78.259,481,2.248,54875,15.84
Brazil,2021-07-19,213993441,16756,78.301,668,3.122,11156,16.07
Brazil,2021-07-20,213993441,31149,145.561,1379,6.444,42891,16.38
Brazil,2021-07-21,213993441,55836,260.924,1400,6.542,7898,16.73
Brazil,2021-07-22,213993441,48681,227.488,1431,6.687,97052,17.14
Brazil,2021-07-23,213993441,107120,500.576,1291,6.033,48045.57142857143,17.37
Brazil,2021-07-24,213993441,34648,161.912,1081,5.052,37965.510204081635,17.51
Brazil,2021-07-25,213993441,18256,85.311,479,2.238,57761,17.56
Brazil,2021-07-26,213993441,21442,100.199,625,2.921,258,17.81
Brazil,2021-07-27,213993441,43591,203.703,1289,6.024,41695.86880466472,18.11
Brazil,2021-07-28,213993441,47049,219.862,1373,6.416,41525.135776759686,18.51
Brazil,2021-07-29,213993441,41321,193.095,1341,6.267,46329.01231629678,18.86
Brazil,2021-07-30,213993441,40378,188.688,885,4.136,39082.871218624896,19.21
Brazil,2021-07-31,213993441,35088,163.968,949,4.435,37802.48547434682,19.4
Brazil,2021-08-01,213993441,20353,95.11,415,1.939,37779.196227241846,19.44
Brazil,2021-08-02,213993441,18875,88.204,544,2.542,34924.652831133535,19.7
Brazil,2021-08-03,213993441,32496,151.855,1237,5.781,39877.03180700976,20.01
Brazil,2021-08-04,213993441,40537,189.431,1072,5.009,39617.1979502019,20.45
Brazil,2021-08-05,213993441,39484,184.51,1126,5.262,39344.63540355079,20.75
Brazil,2021-08-06,213993441,42671,199.403,959,4.481,38346.8672731585,21.07
Brazil,2021-08-07,213993441,39533,184.739,999,4.668,38241.723852377596,21.21
Brazil,2021-08-08,213993441,13894,64.927,389,1.818,38304.47219209628,21.28
Brazil,2021-08-09,213993441,15542,72.628,508,2.374,38379.51161564691,21.57
Brazil,2021-08-10,213993441,35462,165.715,1268,5.925,38873.06287057739,21.95
Brazil,2021-08-11,213993441,35443,165.627,1045,4.883,38729.63873680134,22.26
Brazil,2021-08-12,213993441,35858,167.566,1016,4.748,38602.8445634584,22.61
Brazil,2021-08-13,213993441,32995,154.187,892,4.168,38496.8744434452,22.97
Brazil,2021-08-14,213993441,29302,136.929,912,4.262,38518.30403920045,23.18
Brazil,2021-08-15,213993441,13767,64.334,389,1.818,38557.815494460854,23.23
Brazil,2021-08-16,213993441,18190,85.003,414,1.935,38594.007394798646,23.65
Brazil,2021-08-17,213993441,39006,182.277,1094,5.112,38624.64964896318,24.19
Brazil,2021-08-18,213993441,40171,187.721,990,4.626,38589.16204587544,24.59
Brazil,2021-08-19,213993441,36013,168.29,1023,4.781,38569.093947171736,25.09
Brazil,2021-08-20,213993441,34213,159.879,894,4.178,38564.27243055936,25.5
Brazil,2021-08-21,213993441,25322,118.331,611,2.855,38573.900714432806,25.71
Brazil,2021-08-22,213993441,13945,65.166,333,1.556,38581.84309660886,25.78
Brazil,2021-08-23,213993441,15654,73.152,417,1.949,38585.27561120143,26.17
Brazil,2021-08-24,213993441,31809,148.645,859,4.014,38584.02821354469,26.64
Brazil,2021-08-25,213993441,29979,140.093,887,4.145,38578.22515134205,27.03
Brazil,2021-08-26,213993441,30923,144.504,871,4.07,38576.66273783728,27.48
Brazil,2021-08-27,213993441,27756,129.705,818,3.823,38577.74399364664,27.92
Brazil,2021-08-28,213993441,22947,107.232,629,2.939,38579.66850265911,28.23
Brazil,2021-08-29,213993441,11263,52.632,278,1.299,38580.49247240572,28.35
Brazil,2021-08-30,213993441,12801,59.82,318,1.486,38580.29952609099,28.69
Brazil,2021-08-31,213993441,26846,125.452,881,4.117,38579.5886567895,29.3
Brazil,2021-09-01,213993441,25748,120.321,697,3.257,38578.9544343959,29.79
Brazil,2021-09-02,213993441,27023,126.28,782,3.654,38579.058617689305,30.33
Brazil,2021-09-03,213993441,23604,110.302,740,3.458,126242,30.89
Brazil,2021-09-04,213993441,20325,94.98,638,2.981,51102.86603000436,31.2
Brazil,2021-09-05,213993441,12661,59.165,271,1.266,52891.89424819654,31.3
Brazil,2021-09-06,213993441,10172,47.534,220,1.028,54936.38021616665,31.64
Brazil,2021-09-07,213993441,13604,63.572,327,1.528,57272.96317189175,31.79
Brazil,2021-09-08,213993441,14182,66.273,249,1.164,59943.445245477786,32.31
Brazil,2021-09-09,213993441,32823,153.383,824,3.851,62995.51536134663,32.99
Brazil,2021-09-10,213993441,16455,76.895,636,2.972,66483.58061044053,33.73
Brazil,2021-09-11,213993441,13762,64.31,669,3.126,57946.66355478918,34.14
Brazil,2021-09-12,213993441,7861,36.735,299,1.397,58924.34891547273,34.28
Brazil,2021-09-13,213993441,8648,40.412,284,1.327,59786.12815365504,34.76
Brazil,2021-09-14,213993441,13571,63.418,678,3.168,60478.94928758195,35.43
Brazil,2021-09-15,213993441,13276,62.039,801,3.743,60936.94730410912,35.98
Brazil,2021-09-16,213993441,35447,165.645,663,3.098,61078.87616962788,36.44
Brazil,2021-09-17,213993441,35337,165.131,638,2.981,60805.070570810916,37.17
Brazil,2021-09-18,213993441,0,0,586,2.738,59993.85485086383,37.5
Brazil,2021-09-19,213993441,9175,42.875,248,1.159,60286.31075030306,37.61
Brazil,2021-09-20,213993441,9285,43.389,265,1.238,60480.8767267074,37.97
Brazil,2021-09-21,213993441,15380,71.871,673,3.145,60580.12652285774,38.54
Brazil,2021-09-22,213993441,32583,152.262,665,3.108,60594.580413611424,39.09
Brazil,2021-09-23,213993441,24917,116.438,629,2.939,60545.67085782604,39.66
Brazil,2021-09-24,213993441,18665,87.222,680,3.178,60469.498670425775,40.24
Brazil,2021-09-25,213993441,13863,64.782,540,2.523,60421.55982751361,40.56
Brazil,2021-09-26,213993441,8856,41.384,266,1.243,60482.66053846358,40.71
Brazil,2021-09-27,213993441,9345,43.67,194,0.907,60510.71050820079,41.04
Brazil,2021-09-28,213993441,16884,78.9,817,3.818,60514.97247698557,41.64
Brazil,2021-09-29,213993441,16885,78.904,681,3.182,60505.66475614668,42.18
Brazil,2021-09-30,213993441,21951,102.578,608,2.841,60492.962519366,42.73
Brazil,2021-10-01,213993441,18062,84.404,490,2.29,60485.43275672886,43.35
Brazil,2021-10-02,213993441,12386,57.88,454,2.122,60487.70905477215,43.67
Brazil,2021-10-03,213993441,9153,42.772,226,1.056,60497.15894438052,43.77
Brazil,2021-10-04,213993441,11518,53.824,204,0.953,60499.230145225796,44.08
Brazil,2021-10-05,213993441,22145,103.484,684,3.196,60497.59009337222,44.51
Brazil,2021-10-06,213993441,18546,86.666,570,2.664,60495.10689571318,45.02
Brazil,2021-10-07,213993441,14616,68.301,428,2,60493.59862993696,45.51
Brazil,2021-10-08,213993441,18535,86.615,630,2.944,60493.68950287567,46.01
Brazil,2021-10-09,213993441,14804,69.18,416,1.944,60494.8690380395,46.3
Brazil,2021-10-10,213993441,8412,39.31,151,0.706,60495.89189279198,46.51
Brazil,2021-10-11,213993441,6993,32.679,207,0.967,60495.71088542219,46.77
Brazil,2021-10-12,213993441,7355,34.37,175,0.818,60495.20813402167,46.88
Brazil,2021-10-13,213993441,8372,39.123,206,0.963,60494.86785411445,47.13
Brazil,2021-10-14,213993441,15232,71.18,572,2.673,60494.83370531463,47.79
Brazil,2021-10-15,213993441,14298,66.815,507,2.369,60495.0101446543,48.38
Brazil,2021-10-16,213993441,9761,45.614,465,2.173,60495.19880776553,48.75
Brazil,2021-10-17,213993441,6185,28.903,128,0.598,60495.245917726395,48.89
Brazil,2021-10-18,213993441,9319,43.548,202,0.944,60495.15363557416,49.17
Brazil,2021-10-19,213993441,13233,61.838,379,1.771,60495.07402845302,49.7
Brazil,2021-10-20,213993441,15708,73.404,399,1.865,60495.05487051464,50.27
Brazil,2021-10-21,213993441,16986,79.376,466,2.178,60495.08158714324,50.56
Brazil,2021-10-22,213993441,13398,62.609,447,2.089,60495.116998833044,50.93
Brazil,2021-10-23,213993441,11905,55.633,350,1.636,60495.13226371572,51.13
Brazil,2021-10-24,213993441,4536,21.197,119,0.556,60495.12275742289,51.38
Brazil,2021-10-25,213993441,7827,36.576,207,0.967,60495.10516309382,52.13
Brazil,2021-10-26,213993441,13345,62.362,403,1.883,60495.09823845377,52.61
Brazil,2021-10-27,213993441,17124,80.021,435,2.033,60495.101697025304,53.11
Brazil,2021-10-28,213993441,13686,63.955,373,1.743,60495.10838652683,53.56
Brazil,2021-10-29,213993441,12681,59.259,408,1.907,60495.112215010195,54
Brazil,2021-10-30,213993441,10012,46.786,216,1.009,60495.11153160693,54.16
Brazil,2021-10-31,213993441,6130,28.646,133,0.622,60495.108569877106,54.26
Brazil,2021-11-01,213993441,4626,21.617,103,0.481,60495.106543084854,54.34
Brazil,2021-11-02,213993441,5918,27.655,152,0.71,60495.10674022643,54.39
Brazil,2021-11-03,213993441,16310,76.217,190,0.888,60495.10795476538,54.68
Brazil,2021-11-04,213993441,13247,61.904,434,2.028,60495.10884872825,55.11
Brazil,2021-11-05,213993441,12998,60.74,382,1.785,60495.108914757024,55.72
Brazil,2021-11-06,213993441,11173,52.212,303,1.416,60495.10844329228,55.92
Brazil,2021-11-07,213993441,5661,26.454,70,0.327,60495.108002104476,56.03
Brazil,2021-11-08,213993441,6881,32.155,120,0.561,60495.1079209941,56.49
Brazil,2021-11-09,213993441,11810,55.189,208,0.972,60495.108117838274,56.89
Brazil,2021-11-10,213993441,14980,70.002,269,1.257,60495.10831463997,57.31
Brazil,2021-11-11,213993441,15538,72.61,240,1.122,60495.10836605063,57.76
Brazil,2021-11-12,213993441,14599,68.222,621,2.902,60495.10829709668,58.14
Brazil,2021-11-13,213993441,9358,43.73,307,1.435,60495.108208859485,58.35
Brazil,2021-11-14,213993441,4302,20.103,65,0.304,60495.10817536909,58.47
Brazil,2021-11-15,213993441,2743,12.818,70,0.327,60495.108200121176,58.63
Brazil,2021-11-16,213993441,6568,30.693,143,0.668,60495.10823999647,58.84
Brazil,2021-11-17,213993441,13112,61.273,377,1.762,60495.108257447646,59.33
Brazil,2021-11-18,213993441,11402,53.282,272,1.271,60495.10824927731,59.65
Brazil,2021-11-19,213993441,12373,57.82,238,1.112,60495.10823259541,59.99
Brazil,2021-11-20,213993441,8215,38.389,207,0.967,60495.10822338094,60.21
Brazil,2021-11-21,213993441,5088,23.776,96,0.449,60495.108225455435,60.38
Brazil,2021-11-22,213993441,4141,19.351,126,0.589,60495.108232610626,60.67
Brazil,2021-11-23,213993441,12440,58.133,295,1.379,60495.10823725198,61
Brazil,2021-11-24,213993441,12254,57.263,271,1.266,60495.10823685991,61.32
Brazil,2021-11-25,213993441,12283,57.399,288,1.346,60495.1082339188,61.55
Brazil,2021-11-26,213993441,10879,50.838,305,1.425,60495.10823172473,61.87
Brazil,2021-11-27,213993441,8309,38.828,227,1.061,60495.108231600345,62
Brazil,2021-11-28,213993441,3536,16.524,80,0.374,60495.108232774546,62.1
Brazil,2021-11-29,213993441,4489,20.977,118,0.551,60495.10823382013,62.17
Brazil,2021-11-30,213993441,10285,48.062,326,1.523,60495.10823399292,62.58
Brazil,2021-12-01,213993441,12282,57.394,268,1.252,60495.10823352734,62.92
Brazil,2021-12-02,213993441,11931,55.754,196,0.916,60495.10823305126,63.24
Brazil,2021-12-03,213993441,10622,49.637,234,1.093,60495.10823292733,63.76
Brazil,2021-12-04,213993441,7407,34.613,146,0.682,60495.10823309913,63.94
Brazil,2021-12-05,213993441,4693,21.931,71,0.332,60495.108233313236,63.98
Brazil,2021-12-06,213993441,6017,28.118,132,0.617,60495.108233390194,64.19
Brazil,2021-12-07,213993441,10136,47.366,261,1.22,60495.10823332877,64.44
Brazil,2021-12-08,213993441,10132,47.347,240,1.122,60495.10823323389,64.6
Brazil,2021-12-09,213993441,8753,40.903,200,0.935,60495.108233191975,64.92
Brazil,2021-12-10,213993441,7065,33.015,228,1.065,60495.10823321207,65.11
Brazil,2021-12-11,213993441,2684,12.542,53,0.248,60495.10823325275,65.14
Brazil,2021-12-12,213993441,1615,7.547,82,0.383,60495.108233274696,65.15
Brazil,2021-12-13,213993441,2770,12.944,45,0.21,60495.108233269195,65.32
Brazil,2021-12-14,213993441,4379,20.463,113,0.528,60495.10823325191,65.49
Brazil,2021-12-15,213993441,5078,23.73,298,1.393,60495.10823324093,65.84
Brazil,2021-12-16,213993441,3661,17.108,123,0.575,60495.10823324193,65.97
Brazil,2021-12-17,213993441,4363,20.388,198,0.925,60495.10823324907,66.08
Brazil,2021-12-18,213993441,2381,11.127,138,0.645,60495.10823325435,66.11
Brazil,2021-12-19,213993441,1458,6.813,55,0.257,60495.108233254585,66.12
Brazil,2021-12-20,213993441,2639,12.332,83,0.388,60495.10823325171,66.22
Brazil,2021-12-21,213993441,3734,17.449,71,0.332,60495.108233249215,66.32
Brazil,2021-12-22,213993441,3226,15.075,146,0.682,60495.10823324883,66.53
Brazil,2021-12-23,213993441,3774,17.636,126,0.589,60495.10823324996,0
Brazil,2021-12-24,213993441,3680,17.197,163,0.762,60495.1082332511,0
Brazil,2021-12-25,213993441,3674,17.169,31,0.145,60495.10823325139,0
Brazil,2021-12-26,213993441,4969,23.22,46,0.215,60495.10823325097,0
Brazil,2021-12-27,213993441,6952,32.487,65,0.304,60495.10823325045,66.71
Brazil,2021-12-28,213993441,9052,42.3,181,0.846,60495.10823325027,66.81
Brazil,2021-12-29,213993441,9761,45.614,117,0.547,60495.10823325042,66.96
Brazil,2021-12-30,213993441,12618,58.964,154,0.72,60495.10823325065,67.01
Chile,2021-01-01,19212362,3591,186.911,52,2.707,50583,0
Chile,2021-01-02,19212362,3338,173.742,64,3.331,46178,0
Chile,2021-01-03,19212362,2289,119.142,43,2.238,29784,0
Chile,2021-01-04,19212362,2450,127.522,0,0,25497,0
Chile,2021-01-05,19212362,2460,128.043,21,1.093,25817,0
Chile,2021-01-06,19212362,2382,123.983,28,1.457,32036,0
Chile,2021-01-07,19212362,3693,192.22,97,5.049,47718,0
Chile,2021-01-08,19212362,4205,218.869,61,3.175,54041,0
Chile,2021-01-09,19212362,4361,226.989,63,3.279,58116,0
Chile,2021-01-10,19212362,4181,217.62,59,3.071,59726,0
